Group,Cell,Chg C-rate,Dchg C-rate,DoD,Lifetime,Q_initial,Q_ini_V_low,Q_ini_V_mid,Q_ini_V_high,CV_time_0,CV_time_5,delta_CV_time_5_0,capacity_fade_5_0,var_deltaQ_dchg_5_0,mean_deltaQ_dchg_5_0,var_dqdv_dchg_5_0,mean_dqdv_dchg_5_0,var_dqdv_dchg_low_5_0,mean_dqdv_dchg_low_5_0,var_dqdv_dchg_mid_5_0,mean_dqdv_dchg_mid_5_0,var_dqdv_dchg_high_5_0,mean_dqdv_dchg_high_5_0,delta_Q_DVA1,delta_Q_DVA2,delta_Q_DVA3,delta_Q_DVA4,chg_stress,dchg_stress,avg_stress,multi_stress
G13,G13C4,3.0,0.5,0.4723982356647764,12.371,0.28433749999999997,-0.07798598312297622,-0.1167015737675785,-0.09007692287697659,1092.0,712.0,-380.0,0.04561666666666664,0.00035597855788510585,-0.025265987867086778,0.0036932228868058734,0.038897601898084506,0.003425201690387614,0.0322470717295921,0.0017323598160814827,0.06237160249767939,0.0054989853719976094,0.029202617464168888,-0.0111873161992046,0.009286129781177294,0.03732573261866451,0.04851304881786911,1.1904598720638713,0.48600320763590465,0.838231539849888,0.5785673163848701
G16,G16C1,0.5,0.5,0.9698223410869544,15.247,0.28146944444444444,-0.07781727360985902,-0.11620153800970519,-0.0878753831559507,1069.0,873.0,-196.0,0.015918055555555533,8.759371698877143e-05,-0.012018735621884035,0.0022458921470967846,0.013880982148877358,0.00048305597578380914,-0.003830784753441913,0.0015128272577575395,0.06399892775638039,0.0031521738637097256,-0.0006480046663471786,-0.001103252060861093,0.013092551093118188,0.005627761650854601,0.006731013711715694,0.6963556351057104,0.6963556351057104,0.6963556351057104,0.4849111705434773
G16,G16C2,0.5,0.5,0.9767413440371652,16.805,0.28580972222222223,-0.07869538786379951,-0.1174028138234471,-0.0900054033027745,1090.0,803.0,-287.0,0.013486111111111088,7.539979442091725e-05,-0.010085485205479614,0.002416356816481045,0.011646928359905417,0.0004479531776284043,-0.0036122520414460756,0.002195352532243309,0.06028254251496541,0.003422121737739341,-0.0062721354648057,0.0006413146808568748,0.011170103617450411,0.004930273543750779,0.004288958862893905,0.6988352252273655,0.6988352252273655,0.6988352252273655,0.4883706720185827
G16,G16C3,0.5,0.5,0.9857103553837396,16.417,0.28310555555555555,-0.07608338630699879,-0.1160902313464961,-0.09119589452563491,1023.0,827.0,-196.0,0.01792083333333333,9.169589749686462e-05,-0.012310930304970335,0.002280294764903652,0.01530995410301623,0.0004565840359656428,-0.0006720397100585584,0.0013131290611182048,0.0592323930644728,0.004323256443785612,0.0035946003363064383,-0.0028203280466451153,0.011415721969062098,0.006661454220104196,0.009481782266749311,0.7020364504011668,0.7020364504011668,0.7020364504011668,0.49285517769186993
G16,G16C4,0.5,0.5,0.9725482887780864,15.987,0.28662916666666666,-0.07722109411272299,-0.1174435528679605,-0.09206598895844514,1015.0,830.0,-185.0,0.016087499999999977,8.614754124853252e-05,-0.011414136773216125,0.0024793410089140686,0.013645882982180828,0.00048413719025882095,-0.002629105495000152,0.0018884411059673849,0.06201020353397631,0.003951471256995413,-0.0019436732654387861,-0.006066420143618606,0.011633509000763376,0.0041924794473365,0.010258899590955106,0.6973335961998699,0.6973335961998699,0.6973335961998699,0.4862741443890432
G17,G17C1,1.0,0.5,0.6608756641329192,17.525,0.28147080555555554,-0.08005974536308189,-0.1152252597981672,-0.08651331303346729,1111.0,683.0,-428.0,0.020237472222222164,0.00010651586074013114,-0.011988801102336365,0.0025930745701643236,0.017405104740053447,0.0004831599357458296,0.006837545793648182,0.0024607179239947772,0.054274066688325094,0.005116643464520106,0.0018363037311067032,-0.004296448775533673,0.013137740311304213,0.00657643162073851,0.010872880396272183,0.8129425958411327,0.5748372222346598,0.6938899090378963,0.46730966362955045
G17,G17C2,1.0,0.5,0.6698213665386404,17.907,0.28386805555555555,-0.07715280718032519,-0.1156273484268091,-0.09120098732125159,948.0,699.0,-249.0,0.02024027777777776,9.509713449266848e-05,-0.013393221136922723,0.0021528853400355646,0.01720963961046013,0.00040560188392881085,0.0024508141702431294,0.0014736723122449993,0.05142128478549223,0.004695077809216459,0.012641703038986912,-0.0028922719378390027,0.013166872170878308,0.007776534967471993,0.010668806905310996,0.8184261521595216,0.578714682092411,0.6985704171259663,0.47363523046311273
G17,G17C3,1.0,0.5,0.682644432,20.168,0.2861777777777778,-0.0784101759389148,-0.11683250056787209,-0.09120465245413589,1036.0,719.0,-317.0,0.019904166666666723,9.958705205754078e-05,-0.012815274988764017,0.002610514585683281,0.01706858877343228,0.0004084492762965809,0.0035269910547292803,0.0024963447177101957,0.054586758604264964,0.005241980081554054,0.006762881239578022,-0.003300577343639921,0.0141271587188809,0.005976409694702284,0.009276987038342205,0.8262229916917103,0.5842278801974449,0.7052254359445775,0.482702507006439
G17,G17C4,1.0,0.5,0.688005469,15.677,0.28343888888888885,-0.07666682028592359,-0.1161978283637045,-0.0908854439483648,999.0,727.0,-272.0,0.019570833333333315,9.18973905538563e-05,-0.013107154468663009,0.0020214451628639283,0.01676559905809636,0.00039979740067195944,0.0022203902935745844,0.0016568220096883897,0.05314077895826168,0.003825876185939354,0.009580818746702075,0.003541138576011238,0.014003826348266885,0.006989624804022626,0.003448486228011388,0.8294609508590504,0.5865174630818762,0.7079892069704633,0.48649333262333105
G18,G18C1,2.5,0.5,0.2699983343082917,43.308,0.2801638888888889,-0.07870791393114132,-0.11552448369451669,-0.0863245636193967,1080.0,674.0,-406.0,0.02817083333333331,0.0001840139765660299,-0.012794668892673739,0.0030478498530336186,0.02403002710796239,0.002925560613647414,0.02754541984719343,0.001987400792224694,0.03938707856470721,0.003646346159096714,0.002080378458328898,-0.009341978967530806,0.0008920608274794184,0.028367244734224195,0.037709223701755,0.8215813019846113,0.3674223280560748,0.594501815020343,0.3018673146625269
G18,G18C2,2.5,0.5,0.2784892844205558,21.165,0.283725,-0.07671109976147464,-0.1151002134898352,-0.09208501937199368,915.0,597.0,-318.0,0.029976388888888927,0.00018161516503379743,-0.015020626515713743,0.003065738648222369,0.025575161963822916,0.0030729088248644884,0.024904855381683716,0.0018643621566325987,0.03814126787002575,0.004009612940022882,0.014772104100909875,-0.006342191717105122,0.0029578490616880004,0.02885868623740967,0.03520087795451479,0.8343999107450752,0.3731549841691491,0.6037774474571121,0.311360485484818
G18,G18C3,2.5,0.5,0.2729174993960966,20.766,0.28173194444444444,-0.07691643920750413,-0.11519747778694449,-0.089941064547729,1004.0,668.0,-336.0,0.025429166666666614,0.0001475219431917865,-0.012522506718886129,0.00267023822328283,0.02176646899412121,0.0023975882682189973,0.021418477274384073,0.0016386166880130316,0.037894717869511936,0.0037892583443931284,0.006730324184317158,-0.0069192042075584825,0.0027979126809309918,0.024728542254792596,0.03164774646235108,0.8260107435682913,0.3694032345527693,0.5977069890605303,0.3051310404494649
G18,G18C4,2.5,0.5,0.2798466913980761,17.926,0.28341527777777775,-0.07642928924020198,-0.1157632386705746,-0.09136333173881327,953.0,643.0,-310.0,0.02993472222222221,0.00018304199565404573,-0.015577232704375053,0.002740571215224807,0.025452238376068314,0.002665240965196167,0.02296295644185929,0.0017156147505905776,0.0420745724239267,0.0035386970138824507,0.014245532966469356,-0.006014731547241775,0.0050934351568936165,0.027729158969744122,0.0337438905169859,0.8364309466388664,0.3740632910338009,0.6052471188363336,0.3128781126222519
G19,G19C3,2.5,0.5,0.6537357088956184,12.02,0.28344166666666665,-0.0775593832555651,-0.11550710167464509,-0.0905817815141399,933.0,716.0,-217.0,0.0413472222222222,0.0002853154203423154,-0.025145200225235344,0.00290520430769395,0.035157236179902206,0.001832028502456792,0.019753217362240304,0.0011487761021795775,0.06810692992669405,0.005264179855192554,0.03336920979884261,0.0035503499529594695,0.015104929749472501,0.02798991863187189,0.02443956867891242,1.2784127941471197,0.571723582203681,0.9250681881754004,0.7308987422048083
G1,G1C1,0.5,0.5,0.2479265752786428,48.42,0.28045655555555554,-0.07970364113833753,-0.11645281063012979,-0.08440553189346968,1151.0,800.0,-351.0,0.0047936666666666405,2.2631003049966926e-05,-0.0010912441108650642,0.0014205964585846252,0.004065177917939578,0.0003668227291261999,0.005314484205186427,0.0009608938951601713,0.027640001009683376,0.002750392287322252,-0.02191583958808035,-0.008258483128727512,0.0015046373196972995,0.0020922504922840646,0.010350733621011576,0.35208420532497825,0.35208420532497825,0.35208420532497825,0.12396328763932145
G1,G1C2,0.5,0.5,0.2616769938198376,56.029,0.2824359444444444,-0.07903646600042549,-0.11600011424777859,-0.0877132738836542,1064.0,737.0,-327.0,0.005473527777777709,2.1686600677674317e-05,-0.002331570278414847,0.0012504013988955589,0.004700861240621583,0.00038758350062253615,0.0028050692597731963,0.0009019329271554264,0.027557558050313652,0.0024338871335251302,-0.014251357067777306,-0.005361561570822931,0.0019855927128920037,0.003756807733084677,0.009118369303907609,0.36171604458458684,0.36171604458458684,0.36171604458458684,0.1308384969099188
G1,G1C3,0.5,0.5,0.2584253679778493,60.891,0.2793986111111111,-0.07860134796184151,-0.11527700107324709,-0.08570965120162939,1100.0,763.0,-337.0,0.00649999999999995,2.628306856921695e-05,-0.0025453113666011325,0.001249356806453494,0.005515950833198656,0.00044106733390332124,0.004995838036298737,0.0007413009224787057,0.0284878708605,0.0023677475862897983,-0.016304079215615868,-0.001711081079763116,0.0036851326231535086,0.003386216561721972,0.005097297641485088,0.35946165857977774,0.35946165857977774,0.35946165857977774,0.12921268398892471
G1,G1C4,0.5,0.5,0.2678277239470041,31.728,0.28094444444444444,-0.07781653835040442,-0.1166999451473413,-0.0865792803118554,1204.0,851.0,-353.0,0.004245833333333338,1.9699447705207548e-05,-0.001450321683933478,0.0011090694944402844,0.003580032521550292,0.00021333211741570191,0.0026125584814547936,0.0007627635830018653,0.02688457364528958,0.002245099208601402,-0.017718192294284923,-0.002986685456819904,0.0014516189092105003,0.0027705494856636037,0.005757234942483508,0.36594242986226955,0.36594242986226955,0.36594242986226955,0.13391386197350208
G20,G20C3,0.8,0.5,0.9820725541700274,14.674,0.280671822222222,-0.0770562546543869,-0.1148140261021254,-0.08885845542159118,990.0,779.0,-211.0,0.038321528888888984,0.0002759180455006981,-0.022030794982699765,0.00323338489397497,0.03252652479353854,0.0020448428932140343,0.02025189969829916,0.0016427074601190893,0.06827646913851268,0.005547357929273808,0.021789787650428202,-0.013002535252807562,0.011709158515617685,0.027691913645762706,0.04069444889857027,0.8863735348802004,0.7007398069790339,0.7935566709296171,0.6211172197432756
G20,G20C4,0.8,0.5,0.9832766052940898,15.717,0.286220728888889,-0.07994294749947928,-0.1167575425609134,-0.089758743616177,1052.0,869.0,-183.0,0.022677262222221994,0.0001283327752972877,-0.015144133792471828,0.002530463329658942,0.019324906403307855,0.0006544018443814781,0.002446366739132377,0.0017612507011502494,0.06717515765683735,0.004012494640388478,0.005520206645308427,-0.0050898864836792235,0.01473454252758169,0.0077610857726500004,0.012850972256329224,0.8869167290311261,0.7011692396611855,0.7940429843461558,0.6218787285375403
G21,G21C1,1.2,0.5,0.9805664634957548,10.919,0.286229368888889,-0.0791300599647356,-0.11717800306464558,-0.0901547285876019,1028.0,840.0,-188.0,0.02840291555555602,0.00018591497042298751,-0.017878133416892626,0.0026677324262391433,0.024229253551163538,0.0010086374896253352,0.00800082337281479,0.0011112196447681452,0.07472178414678331,0.004170739955127852,0.006530808952753489,-0.0012326618983754811,0.013360209081386104,0.0176013804994829,0.01883404239785838,1.084748706473027,0.700202279165012,0.8924754928190195,0.7595435165937121
G21,G21C2,1.2,0.5,0.9787982782816084,16.858,0.286188497777778,-0.0796142640863497,-0.11702547592556771,-0.0898165933557272,1082.0,861.0,-221.0,0.022966755555555995,0.00014248919931542363,-0.016203982665850734,0.0029327470051286283,0.019750316726576695,0.0007401215423128917,-0.00012521355043153902,0.0015281083415851805,0.0716946265795614,0.0051030085403799,0.007853231588603496,-0.001243654167001812,0.014774207826279306,0.011058108108229103,0.012301762275230915,1.0837702403821254,0.6995706820191969,0.8916704612006612,0.7581738862162325
G21,G21C3,1.2,0.5,0.9797001871120888,13.436,0.28703888,-0.07909613528636661,-0.11704832797088731,-0.0911749225682108,1072.0,844.0,-228.0,0.02454904888888898,0.00015102471666112832,-0.016932762058312355,0.0027816564469396996,0.021077315784124848,0.0007049782219107117,0.0014655407435169208,0.0015192533210963575,0.07226594475216347,0.004682958374078082,0.009410862342006844,-0.0007904582114661995,0.016328482925330984,0.011145262442657705,0.011935720654123905,1.0842694427744917,0.699892915777867,0.8920811792761794,0.7588725017922822
G21,G21C4,1.2,0.5,0.9800032730453456,12.08,0.285211786666667,-0.07827648863964329,-0.11619495600511581,-0.0909847015613772,1027.0,841.0,-186.0,0.02340812444444501,0.00014113332064396192,-0.016721413513796426,0.002748729558042875,0.020106075449012273,0.0006691418886687023,-0.0007688625687204809,0.0013471757665483718,0.0704266556283999,0.004846691212794005,0.011822007572206054,-0.0016739448303301208,0.016181313687446464,0.00969040485718109,0.01136434968751121,1.0844371478580097,0.7000011689437904,0.8922191584009,0.7591072711466769
G22,G22C1,1.4,0.5,0.9806307704157315,11.066,0.28666912,-0.07827463903551993,-0.1164923541299443,-0.09205446897412586,954.0,811.0,-143.0,0.021986791111111015,0.00012155836696269082,-0.01583356361280839,0.0024573912735500474,0.0185945108052759,0.0005602847835472837,-0.0016908899300111715,0.0013008191815827637,0.06593776916752539,0.004309066195405617,0.012086291750270291,-0.0026271980252597915,0.01465937474683493,0.008391758405165872,0.011018956430425664,1.1717009339340922,0.7002252389109277,0.9359630864225099,0.8204545663961569
G22,G22C3,1.4,0.5,0.9783486206740046,11.421,0.283185653333333,-0.07902942833647839,-0.1154805092443969,-0.0889922561363548,1098.0,831.0,-267.0,0.029009937777776995,0.00018226584714316985,-0.01835464076077907,0.002790265463063995,0.02475094035626609,0.0009363629019656686,0.008505325574558043,0.0012369184405630923,0.06753955063711123,0.005604774436648348,0.014757482402976642,-0.0015042384354145288,0.01622874398426391,0.014543209695553783,0.01604744813096831,1.1703367331429047,0.6994099730036757,0.9348733530732902,0.818545182932689
G23,G23C1,1.6,0.5,0.9747746326253488,10.778,0.284943146666667,-0.0796177938821758,-0.1162005814808587,-0.089341238523613,1066.0,761.0,-305.0,0.03780046222222297,0.0002727859000803393,-0.021905703324524187,0.003125744265908458,0.032200416187851987,0.0016818354522825992,0.01926592256904931,0.0013432138324479062,0.0697160552010921,0.005959008916346892,0.020971101218165002,-0.002001604641434035,0.012708525356654926,0.02611362192880526,0.028115226570239293,1.2488552406906728,0.6981313030603015,0.9734932718754872,0.8718649365170658
G23,G23C2,1.6,0.5,0.9792119664309784,11.9,0.280321955555556,-0.07800942505147432,-0.11529205394702269,-0.08735013022134931,1105.0,753.0,-352.0,0.034388035555556,0.0002478860383071048,-0.01958616723581517,0.00337217892369832,0.02941046230419762,0.0018464507259776512,0.017759217150454264,0.0014617453457431622,0.06954992203995371,0.0062146739050183706,0.013002428943547613,-0.004801116821518708,0.01158700309875249,0.023407245472170296,0.028208362293689004,1.2516945099702106,0.6997185028391698,0.9757065064046901,0.875833808528364
G23,G23C4,1.6,0.5,0.9742369294344112,11.752,0.283575928888889,-0.07948285363934773,-0.11630883296530319,-0.0880898749306107,1190.0,788.0,-402.0,0.029522879999999974,0.000197692340746502,-0.01809992759468103,0.002945547655100183,0.02523346025868582,0.0010495175966184146,0.010177063318210292,0.0012083366979125244,0.07034754106507012,0.005786218860301563,0.010561526754826155,0.002013070760905261,0.015140234408024006,0.016569368945256846,0.014556298184351585,1.248510747689045,0.6979387256179483,0.9732247366534966,0.8713840001624038
G24,G24C1,1.8,0.5,0.9750993060400848,10.509,0.279665208888889,-0.07743892698799698,-0.1149192161733572,-0.08757066545578569,1105.0,792.0,-313.0,0.03572215111111102,0.0002502639515131264,-0.020884017763464945,0.00307471455196182,0.03042751077060526,0.0017639490383492631,0.017434602111001465,0.0014563386189152382,0.06891615401826937,0.0053844162912350625,0.018357306930659328,-0.006335125060896563,0.012617365141758707,0.023760899297600613,0.030096024358497175,1.3248315934005168,0.6982475585492888,1.0115395759749028,0.9250604255808749
G24,G24C2,1.8,0.5,0.9763231982550424,12.096,0.281745635555556,-0.07766759642422022,-0.1151339677523081,-0.0891993493002962,1020.0,729.0,-291.0,0.03719640888888898,0.0002616264256319656,-0.021923515223511967,0.003426302170116869,0.031692578018586375,0.0021161303267239794,0.01763082051871824,0.0012231390921421412,0.06594812137104425,0.006680402447469513,0.02598831429392734,-0.005856008626940273,0.013336825554113585,0.02497065910514812,0.030826667732088392,1.3256627613609264,0.6986856225281305,1.0121741919445284,0.9262215116838194
G25,G25C1,1.8,0.6,0.5239013793860616,12.788,0.285638186666667,-0.07908322557381439,-0.1168935536927949,-0.09003991095149701,1088.0,749.0,-339.0,0.023871608888889007,0.00012117712596886043,-0.015584650095331781,0.002429918080633512,0.020487629867088974,0.0006203231347571768,0.007122878945204461,0.0022784364212553917,0.05508251586790464,0.004578455276357621,0.012713170136568749,-0.0381652578692164,0.01887562900428938,0.00776980022891674,0.04593505809813314,0.9710934470456029,0.5606610630600604,0.7658772550528317,0.5444542843512461
G25,G25C2,1.8,0.6,0.499119248,14.425,0.284567466666667,-0.08099271355162832,-0.115620071856658,-0.0885708646096443,1076.0,890.0,-186.0,0.01796842666666698,6.884806082663671e-05,-0.012907076842097711,0.0018826264782705274,0.01539331600837275,0.0002806865849479535,0.001357759939108341,0.0025292074298168014,0.04710039509579403,0.003022585956299548,0.011848732886382891,0.004087820472568698,0.01287598569489759,0.005594777325356792,0.0015069568527880939,0.94784737505571,0.5472399371390944,0.7475436560974023,0.5186999379429423
G25,G25C3,1.8,0.6,0.5215268587698124,16.526,0.284015324444444,-0.0785316711074252,-0.1153099546329874,-0.0903371447413335,971.0,691.0,-280.0,0.02793109333333299,0.0001454632915350151,-0.017155754273267994,0.0023811764035779714,0.02378473479708385,0.0010260165472389397,0.011994208321235962,0.001461243441084216,0.05317841373941485,0.004835169014583702,0.018141070140742937,0.003670392856574861,0.016653906948715214,0.012983287004088573,0.009312894147513712,0.9688902650897377,0.559389055364768,0.7641396602272529,0.5419866101406681
G25,G25C4,1.8,0.6,0.5126131092752438,30.075,0.282244266666667,-0.07988396456380631,-0.1150206365489368,-0.0876924161756591,1099.0,706.0,-393.0,0.028806275555556038,0.00016134126259115123,-0.016799203778096336,0.0025018019073665913,0.02461775703260992,0.0012286617338755882,0.015506351669558962,0.001275967988941085,0.05330391174246957,0.005175848293416768,0.01432057234747377,0.000496166655447855,0.014316369950123503,0.016092472444167588,0.015596305788719733,0.9605746179737621,0.5545880142638735,0.7575813161188178,0.5327231699343477
G26,G26C1,1.4,2.2,0.038449253,31.125,0.285969031111111,-0.07848624162301962,-0.11665716015620839,-0.0911151331998436,1068.0,752.0,-316.0,0.012058631111110996,4.69915848285475e-05,-0.005547643731768959,0.0009484413383486298,0.010313826321528496,0.0005800209575088853,0.009949225108976289,0.0002138548368434324,0.033394563361760804,0.0013975266115474323,-0.011873702295068242,0.001083079582809593,0.0023131864755280007,0.011493342569346282,0.01041026298653669,0.2320106769094905,0.29084077533935987,0.26142572612442516,0.06747816515936594
G26,G26C2,1.4,2.2,0.0441456002658632,48.009,0.282343928888889,-0.07839993687986258,-0.1147684953515993,-0.0893770772281346,1062.0,734.0,-328.0,0.012666417777777994,5.2408401976759486e-05,-0.00539024274902464,0.0010685776775714558,0.010810892444257475,0.0004897320243782252,0.01174575236333608,0.0003771337276625372,0.03439849074126697,0.0017276395632119094,-0.014444731078714213,0.0034371610557442644,0.0017453535073001791,0.011864549068376556,0.008427388012632292,0.24860378189442026,0.3116413332420766,0.28012255756824844,0.07747521403859955
G26,G26C3,1.4,2.2,0.04909392256123,68.118,0.285875982222222,-0.0788191841698335,-0.1166950122901435,-0.0905745497455244,1020.0,696.0,-324.0,0.009166222222221965,3.852331577172712e-05,-0.003456351226269919,0.0010654215422808751,0.007800258952925086,0.0004998287328593641,0.008877443911602431,0.0002821558848726404,0.031117513285101452,0.0017975442695461108,-0.017494840881526596,0.009820758654088824,0.00022486112150177373,0.010512654672853339,0.0006918960187645151,0.262166915505603,0.3286436210163009,0.2954052682609519,0.08615948442243597
G26,G26C4,1.4,2.2,0.0346334229682763,40.247,0.285784711111111,-0.08001311110524609,-0.11683592077928578,-0.08922061484229961,1101.0,770.0,-331.0,0.009636106666666977,4.286321727252208e-05,-0.003261572748274398,0.0011311041370613082,0.008149849418502957,0.0005446000355376888,0.010576217074876338,0.000325861480559947,0.032399911573395196,0.0016745175119887489,-0.020787116945008753,0.0035989998631478226,-0.00010936393886529228,0.010599009312045105,0.007000009448897282,0.2201971665475894,0.27603175637996413,0.24811446146377675,0.06078141063202258
G27,G27C1,0.6,2.4,0.5376602833421649,18.531,0.286678435555556,-0.08044443270768709,-0.11662859248753961,-0.09004940693419379,1028.0,800.0,-228.0,0.029087146666667008,0.00015834346737409854,-0.019112190094751638,0.0025809405244220734,0.024790043692498032,0.000851636684682624,0.007745178831266276,0.0016791754918503044,0.05987666935916377,0.005121735163484909,0.02391380624363982,0.006727167373483334,0.02028396913673372,0.010625714992286928,0.003898547618803594,0.5679755012368922,1.1359510024737844,0.8519632518553384,0.6451923400105979
G27,G27C2,0.6,2.4,0.6095884308401032,15.872,0.284682382222222,-0.07808868039004088,-0.1160340086509378,-0.0908241672584007,968.0,706.0,-262.0,0.030233333333333,0.00017854658451777738,-0.019401814970471255,0.0027752158255675264,0.02583610763686914,0.000837463488253943,0.00878279013500341,0.0014573437393150084,0.06388602568411787,0.005919220997455275,0.022041862927557495,-0.02131616017600227,0.020147956074644396,0.011684477167190815,0.033000637343193084,0.6047752132024443,1.2095504264048886,0.9071628198036665,0.731506117008124
