dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13
-0.487496943946428,-0.4964047547952305,-0.5005734666324543,-0.5019031381733726,-0.5062902552724722,-0.5070374168956391,-0.4784742974994856
-0.5007300546972602,-0.5088374607516244,-0.513175447370213,-0.5147822011630978,-0.519392829608762,-0.5201159468814581,-0.49114428228091356
-0.5142213788839286,-0.5215223702027174,-0.5260539818480311,-0.5279853107551276,-0.5328437331031409,-0.5334967267600292,-0.5040888696360413
-0.527970916506456,-0.5344594831485097,-0.5392090700659651,-0.5415124669494618,-0.5466429657556546,-0.5471797565313636,-0.5173080595649368
-0.5419786675648766,-0.5476487995889898,-0.5526407120239697,-0.5553636697461002,-0.560790527566246,-0.561165036195439,-0.5308018520675774
-0.5562446320591562,-0.5610903195242145,-0.5663489077220561,-0.5695389191450546,-0.575286418534904,-0.5754525657522322,-0.5445702471439404
-0.5707688099892949,-0.5747840429541271,-0.5803336571602473,-0.5840382151463246,-0.5901306386616625,-0.5900423452017662,-0.5586132447940373
-0.5855512013552925,-0.5887299698787161,-0.5945949603385315,-0.598861557749865,-0.6053231879464989,-0.6049343745440524,-0.5729308450178678
-0.600591806157172,-0.6029281002980156,-0.6091328172568752,-0.6140089469557325,-0.6208640663893903,-0.6201286537790793,-0.5875230478154322
-0.6158906243949218,-0.6173784342120143,-0.623947227915312,-0.6294803827639044,-0.6367532739903708,-0.6356251829068356,-0.6023898531867644
-0.6314476560685194,-0.6320809716206895,-0.6390381923138307,-0.6452758651743807,-0.6529908107494521,-0.6514239619273667,-0.6175312611318078
-0.647262901177976,-0.6470357125240639,-0.6544053965339913,-0.6613953941871842,-0.6695766442455579,-0.6675249908406385,-0.6329472716505847
-0.663336341054162,-0.6622426498968934,-0.6700403262581518,-0.6778388403402686,-0.6865040873111412,-0.6839282696466398,-0.6486378847431297
-0.6796634169229492,-0.6776979464360124,-0.685918305223413,-0.6945951723755911,-0.7037451765411107,-0.7006337983453705,-0.6646031004093971
-0.6962246687456854,-0.693383802967162,-0.7020059899306603,-0.7116238852779248,-0.7212553305228879,-0.7176415769368418,-0.6808429186493925
-0.7129888058126085,-0.7092706200344878,-0.7182696451089555,-0.7288639044383672,-0.7389880037484318,-0.7349516054210768,-0.6973573394631388
-0.7299230865715571,-0.7253271365190244,-0.734675849405835,-0.7462522870777207,-0.7568966831307649,-0.7525638837980524,-0.7141463628506245
-0.7469947881395569,-0.7415220983269251,-0.7511993818680481,-0.7637262198789132,-0.7749415103294383,-0.7704784120677575,-0.731209988811861
-0.764175727738484,-0.7578280816422421,-0.7678311834875444,-0.7812337913207785,-0.7931039032415129,-0.7886951902302145,-0.748548217346837
-0.7814526238548183,-0.7742316245202233,-0.7845708624925124,-0.7987525636394595,-0.811381897771571,-0.8072142182854123,-0.766161048455541
-0.7988240256462291,-0.790731065297689,-0.8014184188829859,-0.8162806686646378,-0.8297754939196239,-0.8260354962333167,-0.784048482137996
-0.8162899331127279,-0.807326403974514,-0.8183738526589878,-0.8338181063964044,-0.8482846916856147,-0.8451590240739848,-0.8022105183941732
-0.833850346254235,-0.8240176405507327,-0.8354371638204612,-0.8513648768347708,-0.8669094910695663,-0.8645848018074048,-0.8206471572240956
-0.8515052650708185,-0.8408047750264018,-0.8526083523674743,-0.8689209799797141,-0.8856498920715012,-0.8843128294335769,-0.8393583986277577
-0.8692546895625015,-0.8576878074014872,-0.8698874183000386,-0.8864864158312116,-0.9045058946913855,-0.9043431069525013,-0.8583442426051591
-0.8870986197292268,-0.8746667376759547,-0.887274361618097,-0.9040611843893089,-0.9234774989292192,-0.9246756343641664,-0.8776046891562942
-0.9050370555709834,-0.8917415658498158,-0.9047691823216384,-0.9216452856539719,-0.9425647047850703,-0.9453104116685496,-0.8971397382811745
-0.9230699970878617,-0.9089122919230819,-0.9223718804107308,-0.9392387196251776,-0.9617675122588707,-0.9662474388656846,-0.9169493899797829
-0.9411974442797715,-0.9261789158957414,-0.9400824558853402,-0.9568414863029716,-0.9810859213506319,-0.987486715955572,-0.9370336442521306
-0.9594193971467007,-0.9435414377678057,-0.9579009087454098,-0.97445358568732,-1.0005199320603766,-1.0090282429381887,-0.957392501098218
-0.9777358556887292,-0.9609998575392752,-0.9758272389909963,-0.9920750177782225,-1.0200695443880705,-1.0308702781093417,-0.9780284058641087
-0.9961468199058345,-0.9785541752101609,-0.9938614466221225,-1.009705782575702,-1.039734889716658,-1.0529845341355781,-0.9989634643078433
-1.0146522897979595,-0.9962043907804514,-1.012003531638743,-1.0273462147238548,-1.0595462324208826,-1.0752994488489436,-1.0202443898538036
-1.0332522653651837,-1.0139505042501469,-1.030253503042843,-1.045045854531395,-1.0796318631974602,-1.0977245486792984,-1.041925317004808
-1.0519470307069585,-1.0317925156192473,-1.0486480791669124,-1.0630029063057578,-1.1001974725279298,-1.1201689195638096,-1.0640604087416818
-1.0708536341913828,-1.0497766470441663,-1.0673809459965808,-1.081527544400251,-1.1214581259653982,-1.1425433891438048,-1.086701382699232
-1.0905008229648503,-1.068244061360815,-1.0867906543398134,-1.100942120235834,-1.1436287576800168,-1.1647853306898923,-1.1098802961002492
-1.1117586290852275,-1.0878679316041826,-1.107240352502322,-1.12156865058937,-1.166894168850206,-1.1868753923071154,-1.1336045985011596
-1.135543150912713,-1.1094047823881965,-1.1290931797877535,-1.1436799465731384,-1.191341134332288,-1.2088393386036729,-1.1578743183800044
-1.1627702027079976,-1.1336111982297667,-1.1526755661693642,-1.16740015530072,-1.2169790291978075,-1.2308886842587412,-1.182689455736818
-1.1942388344631922,-1.1611975414894689,-1.1781569739671682,-1.1927414538397898,-1.2438078534468104,-1.2534537724649226,-1.2080500105715717
-1.2303363973920909,-1.192579233848369,-1.2055620006787993,-1.2197038421903927,-1.2718276070793197,-1.2770247768995433,-1.2339559828842654
-1.2711089577970143,-1.227839686788434,-1.2348906463042455,-1.2482873203525175,-1.301038290095289,-1.302091977688565,-1.260407372674922
-1.316534514306727,-1.266978953709406,-1.2661429108435414,-1.27849188832613,-1.3314399024947308,-1.3291194498570122,-1.287404180756124
-1.366104013972995,-1.3098548166623687,-1.2993187942966986,-1.310317546111253,-1.3630324442776782,-1.3583858775031106,-1.3149641775407814
-1.418399991988781,-1.3556738367248955,-1.3344182966636824,-1.3437642937078749,-1.3958159151108247,-1.3899270751233643,-1.3431865047855411
-1.471543961335749,-1.403019713373669,-1.3714414179444931,-1.3788321311160077,-1.4297825088713239,-1.4236378614582463,-1.3722481320312796
-1.5236397744369017,-1.4503623005154738,-1.4103881581391764,-1.4155210583356508,-1.4648886021376597,-1.4593473866379782,-1.4023402540471126
-1.5728132850864542,-1.4961714585602865,-1.4512585172476975,-1.4538131411435984,-1.5010562781875594,-1.496876444162723,-1.4336540647896074
-1.617724442346696,-1.5390594532871889,-1.4939994724913732,-1.4934743412331726,-1.5382013388406108,-1.5360459088812606,-1.4663629886149578
-1.6583427646078124,-1.5784026722747853,-1.5381058579195042,-1.5339493325504918,-1.5762395862497556,-1.57670069673062,-1.5005590785356673
-1.6956141731628465,-1.6146148952356043,-1.5824916238174183,-1.5745578217489424,-1.6150946283574514,-1.6187668889191742,-1.5362565597800029
-1.7306643337901506,-1.6485755625207619,-1.6258880362467383,-1.6146176660763785,-1.654725890404825,-1.6622361288169145,-1.57345543234797
-1.7646197292816739,-1.6812141059197645,-1.6670254404161255,-1.6534664840874145,-1.6951270909338065,-1.7071084164238755,-1.612155696239563
-1.798559798738347,-1.7134597632986928,-1.7047095821035783,-1.690916716927052,-1.7362982299444183,-1.7533837517400286,-1.652372879763385
-1.8332447531116374,-1.7462171232637844,-1.7388791494705402,-1.7278784330366876,-1.7782393074366383,-1.801067996994516,-1.69436839869972
-1.869623267546615,-1.7805159273468463,-1.7714619478245255,-1.7659687657664336,-1.8209684036898468,-1.8504201198495878,-1.7388103464556708
-1.9093891452009988,-1.817629496655775,-1.8053590314112284,-1.8068693473623514,-1.8649915016681122,-1.9022791736571207,-1.786547612327337
-1.9545221608588008,-1.8589251856757982,-1.8435131280824408,-1.8522620994480237,-1.911786328978383,-1.9578405120837377,-1.8384335630361253
-2.007001117639709,-1.9057715289526642,-1.8888378745991874,-1.9036697497848878,-1.9633570445031412,-2.0183229466252217,-1.895306036994896
-2.0685969436217198,-1.9596659594104495,-1.9434803985239797,-1.962072155115095,-2.021732316162672,-2.084939426548198,-1.9577569851447836
-2.140074670248623,-2.022254335660341,-2.008049174784844,-2.0280132534639734,-2.0889227315978305,-2.1586497956861024,-2.025971680800092
-2.221099593355177,-2.0951215645457637,-2.082309813221082,-2.101984451919395,-2.1664509757649,-2.239833812182832,-2.0999546013861847
-2.3110362664239004,-2.1797708937731954,-2.165986293110257,-2.184475041108078,-2.254867988977236,-2.328513104579457,-2.1796805349513195
-2.409250214601639,-2.2776671523020013,-2.258809307029935,-2.2758747870120146,-2.35419828027259,-2.4244759910555276,-2.264826501869243
-2.515232908757082,-2.3890362896091575,-2.3605952575448783,-2.376339987083276,-2.464359225087486,-2.5269057278785683,-2.354630407498058
-2.628777871508157,-2.5113703202144166,-2.4712909664722362,-2.485880759874755,-2.5844336138809525,-2.6345438738315012,-2.4481612106879824
-2.749793859796216,-2.6405171033674493,-2.5908811325766576,-2.6046161130884915,-2.7123507300792995,-2.7460873288803387,-2.544485483074186
-2.877205208663406,-2.772603652518365,-2.718976333217171,-2.7332759082631304,-2.845634538348361,-2.8602348222791307,-2.642695008243635
-3.0084100084378638,-2.90488190491476,-2.854449206513351,-2.873208327900284,-2.9818052312120074,-2.9758946915618933,-2.7421792704656696
-3.1402182970586865,-3.0363957686766865,-2.9957772439937744,-3.024296265995793,-3.118465625757489,-3.0924755194941724,-2.8427658319558535
-3.2710201968906176,-3.168307431271217,-3.141420154047876,-3.1797620824294146,-3.254014197666862,-3.209456047300267,-2.9444495007869587
-3.403213635650241,-3.3028887925584574,-3.289852090774895,-3.327225799123875,-3.3877895013505395,-3.3260507196196674,-3.047226723792562
-3.5421651001783174,-3.442057251188874,-3.440031700200024,-3.465793486573091,-3.5193120297232268,-3.4414319922879604,-3.1510939299253664
-3.6907021897348615,-3.586136527905285,-3.5919113161457292,-3.610346431570309,-3.6480571671160704,-3.5547725653931597,-3.2560336653518904
-3.8465997447291556,-3.7335533037685993,-3.743337742953514,-3.7556456753066465,-3.7734986786340987,-3.6653499557038063,-3.3618013567044898
-4.004756236331787,-3.8819863249914763,-3.889072577695794,-3.8884254432140666,-3.894954189049611,-3.7728132190142962,-3.467772180828433
-4.159399476053972,-4.029072643354954,-4.02713425995558,-4.020548924903841,-4.011386845329878,-3.8771203665207112,-3.573149836772052
-4.304792379761148,-4.17244880980768,-4.161560058161069,-4.157256528181421,-4.1216792507658,-3.978271206696491,-3.677132312214218
-4.436668960573923,-4.310072510911238,-4.292392259471263,-4.280983189112215,-4.225172069808207,-4.076154197950394,-3.778796593899375
-4.555584594095592,-4.440738915796004,-4.414927126409822,-4.392628380202667,-4.321761646275649,-4.170249024185955,-3.8770631891848213
-4.673318598468467,-4.56379840882804,-4.52651468783659,-4.506849944730709,-4.412285031919913,-4.25968846970805,-3.970955977135139
-4.800353808968254,-4.675073042045307,-4.62654884261417,-4.607112816216648,-4.498966898663889,-4.343556039107489,-4.059643416225202
-4.9167971934506,-4.761948050913463,-4.723804694159225,-4.687879038855238,-4.585393656598393,-4.42105757298545,-4.1422996186218946
-5.029131311345537,-4.871430039571573,-4.825749762414176,-4.779030511697465,-4.661392794062033,-4.492075214413996,-4.2182331382831935
-5.141884590884013,-4.977478040074482,-4.906263516526645,-4.862117989072715,-4.719734312407075,-4.557443011106591,-4.28713657757383
-5.233854757556026,-5.0490453353549025,-4.980472228548882,-4.906935210871557,-4.7799412247776045,-4.618438211770524,-4.348980681869557
-5.2950010532116725,-5.124306586199834,-5.06221328153411,-4.966128697392373,-4.842199491224022,-4.675314911225337,-4.403709823107704
-5.361060386179168,-5.2015909266523925,-5.108845839229895,-5.033117696215664,-4.8790891665444915,-4.724846203492734,-4.451097586901573
-5.414419297414634,-5.244433351358192,-5.133644176708515,-5.059530913381252,-4.908944287212643,-4.76329461817536,-4.490785518535392
-5.457935301512986,-5.2766908135882264,-5.172573613442745,-5.080271699818792,-4.958909459015535,-4.792268128429993,-4.522400324728613
-5.517601129499395,-5.32369878111881,-5.204811123543731,-5.124833011810859,-4.9913175227360504,-4.814781853013938,-4.545569147920139
-5.5474552968297655,-5.350021972210903,-5.221826038088228,-5.155479769774098,-4.9972210326862125,-4.830072821772195,-4.559973150828114
-5.570404494042748,-5.372140542944845,-5.259491158770465,-5.167233920129178,-5.0117832109278595,-4.8377635171344595,-4.56546438227092
-5.591850055307089,-5.385780724391282,-5.271085633269946,-5.176289816218838,-5.024718178314253,-4.837655562061303,-4.56212928530697
-5.585237743448982,-5.380440407437294,-5.258292393629052,-5.175975218176302,-5.01253092340686,-4.827994403504016,-4.55050593579071
-5.573601029143208,-5.35852284652035,-5.252197657545555,-5.168714785992535,-4.993545794148803,-4.810917144691672,-4.531535335434848
-5.563734956896809,-5.340562208284599,-5.2290272578614,-5.1483694226078685,-4.980499948670644,-4.789264331405803,-4.506227025934578
-5.536622837377866,-5.302726718839335,-5.195672682063151,-5.122151421244968,-4.960515386939858,-4.761501695797693,-4.475590524767159
-5.497308688790065,-5.251669427939635,-5.16879594302103,-5.0904896823133186,-4.922731771344423,-4.727756747416397,-4.440533504420569
-5.453684810795664,-5.203316663542824,-5.12763289718364,-5.045026021269354,-4.8703603270601095,-4.688645377067247,-4.401527430735519
-5.377904816006305,-5.137466382362721,-5.063714492890773,-4.988027739294023,-4.820345086567648,-4.640572743588445,-4.358672273240409
-5.298810532259711,-5.069685708484946,-5.012114080624144,-4.9282362604320955,-4.773432127768832,-4.58396703078559,-4.31236023844653
-5.220736357289571,-5.017299571851805,-4.95038425700177,-4.86853314659,-4.72180207982222,-4.52591971455463,-4.26350942153739
-5.128302959383831,-4.948401656963404,-4.871732945803302,-4.80640075077099,-4.672759751665467,-4.470909415051,-4.213237087560464
-5.030633087098244,-4.863310041920204,-4.7975053163848145,-4.741147857143136,-4.628445369377147,-4.4184366645094375,-4.162721294476587
-4.935168358000221,-4.791761836808082,-4.7250887645913116,-4.674151795564631,-4.574270456733433,-4.3670003233696555,-4.113603233193436
-4.853899088644181,-4.704919262094938,-4.643536367666985,-4.605714533356046,-4.5072191385976055,-4.31662242410672,-4.067797894616257
-4.760630452330185,-4.612937670746089,-4.565216299979596,-4.538622063206833,-4.440845367677912,-4.269723211832775,-4.0268935512821775
-4.675191823157229,-4.539955688947953,-4.506979228320415,-4.4789440842844845,-4.384559191238543,-4.22993883581654,-3.9922706489686735
-4.6055778505848135,-4.484890404493621,-4.461725076259416,-4.429819048540236,-4.339756775970807,-4.200530524988153,-3.965145479351338
-4.540912904297244,-4.4423932949359655,-4.422455370574915,-4.390222885560082,-4.306289458964443,-4.181427259489152,-3.9460933437075143
-4.484654704943677,-4.409202471552721,-4.390253526742043,-4.358220027291452,-4.283743715653685,-4.16827722936394,-3.9350016631246234
-4.442501416891696,-4.384097286302898,-4.363658312564395,-4.332888551220452,-4.271411189726922,-4.158967355358669,-3.931558100303499
-4.41597721917882,-4.366167100050484,-4.33905270867752,-4.316232691102613,-4.26852758867924,-4.156912432393023,-3.9354589748406283
-4.404702739643688,-4.356620069538491,-4.328390688085523,-4.312304844387898,-4.274337345209011,-4.165010473465362,-3.946503967521019
-4.407606743367273,-4.358229418145152,-4.34055286096197,-4.322377028012022,-4.288176502174451,-4.184251142700197,-3.964639187035169
-4.423132313055305,-4.3714692713317165,-4.362710490365288,-4.343961381847049,-4.309846224222025,-4.216249150510356,-3.9898640215220293
-4.449856384983571,-4.394615741165774,-4.387903291869538,-4.375162085827299,-4.339642900082083,-4.258624238587004,-4.0221218709851065
-4.48739784484747,-4.42622295298886,-4.422141396830455,-4.41501018612629,-4.377984448380897,-4.30359205294526,-4.061121865996293
-4.535225757925656,-4.465546370549203,-4.4617872435057055,-4.46068102551717,-4.424436182589415,-4.345878450868159,-4.106360600663795
-4.590786129308316,-4.511987671605187,-4.505837039441758,-4.510185618042357,-4.474970530411738,-4.386182979975937,-4.157299504065466
-4.645601287164414,-4.564959348121585,-4.558652871053164,-4.56511809845616,-4.52485172232004,-4.4275255584621505,-4.213304406694812
-4.697580344592149,-4.624041455229253,-4.615289321353774,-4.626334374561569,-4.579233838757893,-4.472981815482378,-4.273477872686752
-4.763796781705662,-4.689113893208258,-4.684006522254776,-4.691616892072233,-4.647182775252335,-4.525038045825201,-4.3368998349624635
-4.837363235896772,-4.760205453157886,-4.765527288826879,-4.759536911745187,-4.72207864300016,-4.584741401087422,-4.402846929883674
-4.902813874851967,-4.836711894414367,-4.838933669855945,-4.831695638970411,-4.79460490608671,-4.652179402755718,-4.4709735668044885
-4.983030149039122,-4.917035526138866,-4.905897264191646,-4.910846328050005,-4.874767884864721,-4.726113188563236,-4.541654805375307
-5.079393662439841,-5.003235657726586,-5.003944510724009,-4.999308677753084,-4.968314970584953,-4.8029173085783246,-4.615895521720131
-5.167302560477606,-5.094309123665514,-5.106239587245589,-5.097767158494046,-5.062876161348988,-4.879724678420056,-4.694735954083231
-5.257618988826147,-5.185045365022922,-5.200960086183335,-5.201277714312235,-5.157746597055317,-4.956543567074266,-4.776865103622345
-5.356600203031431,-5.277096140325256,-5.301462521720083,-5.304768920857374,-5.263771589017606,-5.0317126408500545,-4.857347379859931
-5.441388134317049,-5.369588532629402,-5.402133388930077,-5.407410921531363,-5.370622655157857,-5.101410830624047,-4.929499091007415
-5.517857947964448,-5.455645572920886,-5.491850481840488,-5.494809575739083,-5.458475721463401,-5.164279494639127,-4.987308394716644
-5.58307768042466,-5.527844487554319,-5.55856974678394,-5.56675803558683,-5.531664447310283,-5.21839742714657,-5.026985880033658
-5.621714494597051,-5.587572547049885,-5.616207510448876,-5.6368132137645235,-5.597929858304372,-5.257321187942106,-5.048196061450768
-5.650226418494714,-5.632245458737393,-5.6690846566118385,-5.688518929476985,-5.642906953587814,-5.275249171756622,-5.052799982467324
-5.654924284086047,-5.641238624316864,-5.686023209733617,-5.703611782438347,-5.660522560181904,-5.270089604808447,-5.040463105657571
-5.610883815261219,-5.612623721770598,-5.662940158011591,-5.694206047379311,-5.657658257476666,-5.24149205572492,-5.007427971085716
-5.530869237786215,-5.563876925351252,-5.631163593158019,-5.661002339929022,-5.6195647795067005,-5.189193428728593,-4.948423069996752
-5.425139379384249,-5.481608214097317,-5.5465452110009155,-5.579242959789025,-5.5346045422027625,-5.1106442930543245,-4.861179004567099
-5.262938999906428,-5.352059719474326,-5.408666976402145,-5.452463913298592,-5.422118598403304,-5.005720856467338,-4.74881312303611
-5.08241186704354,-5.2067070409725575,-5.280066896143615,-5.327583832593769,-5.295578129400582,-4.880194351606017,-4.618711914608598
-4.912306922989678,-5.058265037458838,-5.139649611664712,-5.197264340573921,-5.154068073509084,-4.740094307284282,-4.480840836983387
-4.726618517509378,-4.892795548218422,-4.965598353358101,-5.030753430219559,-5.007375781283301,-4.591292949244343,-4.345495149372865
-4.544811929462324,-4.726785496692319,-4.8045722728362446,-4.865529885230183,-4.864939630050766,-4.444759025743738,-4.219768655201094
-4.398918558060808,-4.581486410728901,-4.668579734202401,-4.731726694413985,-4.729237288867464,-4.31158876865961,-4.106662594487052
-4.270070605488264,-4.455664487412859,-4.5379592466900425,-4.598240656602745,-4.608824941061239,-4.197141673942816,-4.008306661384585
-4.152216776919719,-4.350419111589437,-4.421536702271354,-4.473860060124572,-4.51018558203701,-4.104683631737583,-3.927264603125832
-4.078373694710851,-4.275619990232326,-4.339650501019416,-4.395285750906678,-4.432830399385625,-4.036959969500394,-3.8659666707313094
-4.040232148081933,-4.232578899932349,-4.290941884443199,-4.349432957636701,-4.3847589411355505,-3.994661679991978,-3.8261461189720425
-4.0391028772883635,-4.215831968529649,-4.274536833577768,-4.331743916963797,-4.379084088275085,-3.976443877257714,-3.8093387080482417
-4.084212744381041,-4.234342047096292,-4.286781546351644,-4.35169942774229,-4.412618118404412,-3.9804756598430946,-3.817175400082526
-4.178822626760702,-4.293186800158816,-4.334684711249563,-4.415406568443486,-4.473885129167876,-4.0054981386627535,-3.851004912942537
-4.3234331568539215,-4.388169129142601,-4.441945020942824,-4.522904581426838,-4.570852347016945,-4.054751476262975,-3.911622469006355
-4.542920846435386,-4.5368943535939295,-4.608342001639059,-4.674338846661707,-4.719761776746207,-4.136820458568846,-3.999558748537773
-4.8674178300232445,-4.76301380677295,-4.824809295058427,-4.876982781880347,-4.914176384910277,-4.2571564632376235,-4.113807822505118
-5.293544095924729,-5.063738529748724,-5.098563010359312,-5.14129357287667,-5.141523007084994,-4.413838081644744,-4.250456183771632
-5.831656042962859,-5.438266916508396,-5.440879134497924,-5.460824229374945,-5.404223308642337,-4.600834932378256,-4.403970619336886
-6.466793430999403,-5.901958085348637,-5.852427443755955,-5.820135675978001,-5.695020040471623,-4.807148043104862,-4.567433329494148
-7.10655425269489,-6.409148977838269,-6.278715434926462,-6.193016262960955,-5.964022446971831,-5.016969882076416,-4.728300586432926
-7.667849537195085,-6.88644785889494,-6.677633818877913,-6.538186752747902,-6.1799438370054975,-5.21480743693186,-4.8700235134734235
-8.10786232845684,-7.2866815142949575,-7.02870374011506,-6.804262298676043,-6.323115643264878,-5.384691256135774,-4.976758894481262
-8.343895102192633,-7.563714308960728,-7.244390022089583,-6.94797660381453,-6.344612482413391,-5.506463857326955,-5.025909684003905
-8.358045266363826,-7.661222055346124,-7.2705754332123105,-6.938599140380058,-6.212594926506052,-5.556422455323551,-4.985931479868895
-8.187800508347477,-7.566009358309342,-7.131021396711034,-6.747295773845388,-5.923422780269452,-5.508421160154449,-4.828022691421521
-7.78618235699906,-7.279253481551362,-6.796000483539332,-6.356844240965284,-5.457256812044559,-5.337530372069241,-4.538376001083458
-7.130809740544172,-6.784783069103759,-6.252420949123006,-5.778785376244038,-4.833619987381845,-5.027727333258872,-4.12876136319966
-6.30566636415049,-6.104864458587315,-5.570106777908906,-5.060960513199662,-4.140488776370386,-4.5880817359437485,-3.6344673146112463
-5.38261063542513,-5.298419262184462,-4.79031893001474,-4.272907959467766,-3.4450775786918575,-4.054724088176343,-3.1021854449918562
-4.421173186245027,-4.442557856625014,-3.9770768068264166,-3.501484074009614,-2.7980834363987706,-3.473703733580772,-2.581564488485236
-3.54866478695521,-3.6269290642071055,-3.2344398079998413,-2.8229194424129282,-2.2506424254653465,-2.8932632396686753,-2.1127894309026702
-2.853551182429925,-2.9301221961485084,-2.607965063506913,-2.274527895962244,-1.8187904608146273,-2.3606278279124866,-1.7124957609718592
-2.3294959695916733,-2.3764237164814928,-2.1072959859885945,-1.855327552864931,-1.4798772786071706,-1.9056606282098878,-1.3818842419613915
-1.9540379716245413,-1.9767341055764769,-1.7486017942803262,-1.5586945952265876,-1.2237828586895412,-1.5513318266704392,-1.1296272729501933
-1.419241237451925,-1.4298518300251923,-1.2625114159047146,-1.135925212246216,-0.8746207923073646,-1.0961757207624014,-0.8010645509398883
-0.9804154981701423,-0.9835662776584131,-0.8622493834900642,-0.7828483699429529,-0.5914878803592423,-0.7320203073941751,-0.5386241327316791
