dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11
-5.454885594548995,-5.289617012606226,-5.202304535977868,-5.163842446493073,-5.095630777631692,-4.947128603582035
-5.4393153642231145,-5.266898400062428,-5.1698387298879425,-5.132542927690492,-5.067979375510403,-4.930998886594853
-5.483864610187846,-5.244729452722072,-5.125067173162347,-5.08625347528946,-5.048216119154484,-4.914023599146185
-5.476998314385856,-5.179163553398547,-5.088097706878705,-5.057834340918851,-5.023446947021757,-4.886546861908317
-5.43326755841357,-5.104698719345925,-5.0301989185817835,-5.003079069515508,-4.941084345939316,-4.838564312183854
-5.359954242893287,-5.062624436649623,-4.98382031285596,-4.926800345427432,-4.877303335303032,-4.7786866461813755
-5.287047833098984,-4.979091585641055,-4.918231995099121,-4.8690058737223465,-4.825788096094158,-4.715963128933755
-5.211717682452672,-4.867034120084856,-4.84351058500817,-4.814795887792292,-4.727050462029701,-4.6343841833230615
-5.133429822181797,-4.799851409595203,-4.778811335747611,-4.748032054620172,-4.647058361387844,-4.555570048798319
-5.050764333308035,-4.7381316715239,-4.699797379120139,-4.678822054773889,-4.6098611301595165,-4.5091722774669
-4.9604036455528675,-4.6425133155509855,-4.619504417072159,-4.617478432656907,-4.5427775985200585,-4.454045002815855
-4.871029533333524,-4.5772576310935795,-4.566207561893782,-4.538927211706863,-4.4798401761817335,-4.377254612387009
-4.786402545951102,-4.517534038155026,-4.490773076222206,-4.4503316833188595,-4.423575573223832,-4.317480211921333
-4.680997659105339,-4.445741702769181,-4.414358243838035,-4.376086908518397,-4.36060100347878,-4.279152155654237
-4.5859186506789404,-4.385820608681098,-4.3613487850780475,-4.319886201393399,-4.301625005625965,-4.228846833444113
-4.532980834362457,-4.302366733274107,-4.294673042448057,-4.271410051018467,-4.250528342006971,-4.179851405279079
-4.490598974900513,-4.245033201213927,-4.252924948251757,-4.243172200252173,-4.210783506430875,-4.158892966568124
-4.4340995243652745,-4.241802201456403,-4.2336223169673985,-4.221374370325948,-4.185574452479807,-4.149356816522681
-4.380898281897828,-4.219474230355877,-4.212184328744275,-4.2071717097530605,-4.176957162453238,-4.151853326609927
-4.361838268797305,-4.199432963436948,-4.214616423462127,-4.21531439750736,-4.1835717027101005,-4.155191727252724
-4.33564908532951,-4.240094923419446,-4.230143165471452,-4.208957045978735,-4.199961467051754,-4.159394025531344
-4.339808829233635,-4.273844476156347,-4.241649916807916,-4.223630462344812,-4.222535231402862,-4.196690250496949
-4.363450478519866,-4.272955849979894,-4.254205168705011,-4.262216066950271,-4.259532841674156,-4.237433307710882
-4.3718900754458785,-4.3110138421677275,-4.300062091608908,-4.293582879788749,-4.309082488141667,-4.266524308828287
-4.403397538755064,-4.360479879788085,-4.341033904312758,-4.335809498195431,-4.345339716682384,-4.322863088523439
-4.454168597262049,-4.401609560399482,-4.370354161076313,-4.392496509627307,-4.395700247381126,-4.394691012283165
-4.480966341198348,-4.454254536210215,-4.437566192266354,-4.450550297579587,-4.4571835104501645,-4.4402889883951335
-4.515153636387442,-4.506374360504765,-4.512442974557854,-4.507360791029368,-4.509587536370038,-4.494100125711282
-4.606797093721724,-4.619677681308406,-4.569986183198683,-4.569697332799871,-4.638733640972515,-4.594891064863819
-4.692252641709337,-4.696435620791135,-4.644990237339163,-4.631676244027517,-4.706447942659031,-4.670947060444374
-4.7533975791843375,-4.715049043673568,-4.726012266538181,-4.701507906902027,-4.7151623354998184,-4.706184368075793
-4.828201585292828,-4.777350052802999,-4.793510686176736,-4.8073570467520375,-4.8080341103673305,-4.781549102320395
-4.9204741234410285,-4.859231407612154,-4.864598291576646,-4.8836601505361,-4.879289097107528,-4.864737376316714
-4.989242155877472,-4.88799647737651,-4.925032047506107,-4.928526261395388,-4.884022457122817,-4.903690134156455
-5.055694327434256,-4.961596376194041,-5.003638523045884,-5.017255578922144,-4.973023035006538,-4.9543516910507215
-5.164116077332662,-5.102102904349142,-5.088178262392921,-5.116415706583596,-5.106070893120066,-5.063795002443894
-5.259611780116833,-5.186787084572428,-5.164565317246433,-5.171166665840054,-5.160661953785428,-5.154293650600855
-5.322197963664931,-5.251044149954197,-5.234327681469386,-5.218595740262814,-5.231937671243469,-5.204974866546855
-5.391975387545937,-5.307729671890602,-5.302327761181791,-5.286874621602025,-5.27343346267762,-5.236468736365106
-5.4433859495388,-5.354365065925705,-5.3333093867055705,-5.326908430333802,-5.316513102195009,-5.279691423359793
-5.484501384565803,-5.364047845212005,-5.346994891828814,-5.330360898367309,-5.3585421418933326,-5.298528879659347
-5.540406674819448,-5.364798252744041,-5.3390031152576,-5.307496470125483,-5.354153257414075,-5.272404779768337
-5.574716000047346,-5.345740848480017,-5.3010764285523155,-5.301203188677812,-5.3259644646709265,-5.244740548032183
-5.555106162555706,-5.283482624817793,-5.261227634279333,-5.2749404863391565,-5.275444704702977,-5.19352149935377
-5.496540867715593,-5.219205893981749,-5.207584804185359,-5.199747191175252,-5.199632978774032,-5.123080613366741
-5.411175682616895,-5.131508968238133,-5.1112086992003025,-5.115446959468804,-5.111027300746602,-5.0304225884324785
-5.281874222992642,-5.004917376968884,-4.984198693102371,-5.004941245514973,-5.009820665598298,-4.924982014656515
-5.145017805263575,-4.873494755573728,-4.882450315824809,-4.873252488254756,-4.875772053358273,-4.819155939558147
-4.983967171308601,-4.745779589347601,-4.740214981300719,-4.7461591864681,-4.749358695844984,-4.690222946226297
-4.805143322540079,-4.581185921463502,-4.575787327043704,-4.606055127081788,-4.620022653019907,-4.548048609864281
-4.632778625236779,-4.427871464464883,-4.450707028821225,-4.455286592312047,-4.4690404758421955,-4.419535493368707
-4.447702382040823,-4.29971843286956,-4.323115527782111,-4.338298971000166,-4.32921144011384,-4.296362647408893
-4.264720694600766,-4.169790882412728,-4.192595707586907,-4.220945522219671,-4.232514551171063,-4.178264218284357
-4.190999584262263,-4.07064079384929,-4.094273233484969,-4.107571068826752,-4.137727714655319,-4.0922952679905595
-4.113503575715688,-4.0020602848000975,-4.033931057764827,-4.035776729152025,-4.062131013668526,-4.044970821694413
-3.9916278023482565,-3.9466629255727126,-3.992765641551688,-4.008310056973423,-4.024805807352669,-4.0113406753009215
-3.9611663651467577,-3.909187090411586,-3.9741099331169383,-3.9782569583717304,-4.003080198278001,-3.9813504948462137
-3.9648770402201605,-3.93701728697543,-3.96717501192551,-3.9728526941357245,-4.002171269980154,-4.004631532572269
-3.959260804031845,-3.9814797915545217,-4.005161969951626,-4.02842001399652,-4.046662574656427,-4.0427915397160605
-4.041103125789603,-4.05300236396246,-4.083941831527813,-4.103794776850622,-4.123485266643243,-4.0789256267723175
-4.220909879769012,-4.190681983352015,-4.188006753728537,-4.199956045130163,-4.2321097749662755,-4.1790710893598435
-4.428901906642058,-4.378917749654776,-4.360288350525826,-4.3713407887556395,-4.392483162875704,-4.348624933556605
-4.711863237754601,-4.630153020646832,-4.612374205876257,-4.6136235196531015,-4.629092769281572,-4.536600173676869
-5.070082144105373,-4.954091420468264,-4.917170920584771,-4.905371916065535,-4.888960881947477,-4.794668671802469
-5.5490002033760275,-5.368472979123152,-5.288123257835413,-5.269336726262963,-5.167460966802998,-5.1335581463971
-6.100622773019072,-5.829043214064338,-5.750986835365284,-5.6840258932042955,-5.563111526222117,-5.495964072582424
-6.688796754171378,-6.315580717979188,-6.227044920086351,-6.138081591793453,-6.000721910579924,-5.866804828968007
-7.2376579744188305,-6.813597315055048,-6.6897410577247705,-6.645716778850262,-6.415262863403521,-6.294922315440433
-7.646209689861896,-7.2074729479193405,-7.081397680346951,-7.02349081961531,-6.791069925439138,-6.608159721716458
-7.898269478917503,-7.444546122033917,-7.325733177968328,-7.212264877879452,-7.052415270203468,-6.75026611813415
-7.989845781470413,-7.568089392768182,-7.43982388502757,-7.324463269792862,-7.145660576327272,-6.832944429789633
-7.896629677691973,-7.539726438722556,-7.378577887551335,-7.269995529247267,-7.112798971225809,-6.784826720683264
-7.621470662314936,-7.293723130815133,-7.130266050570559,-6.986548613698606,-6.88847675645326,-6.507052390595628
-7.167043782743767,-6.909018059227033,-6.747344906469364,-6.616893587734525,-6.481659843366572,-6.113739066833216
-6.513888869464206,-6.369653063119751,-6.202288248638081,-6.123512038125574,-5.954236065876674,-5.6295850096642255
-5.712575259060731,-5.6465872396030035,-5.481696790177133,-5.42164952654141,-5.26481014031669,-4.953725282967032
-4.8159314657902765,-4.847802278721978,-4.71107136654607,-4.655062647319488,-4.4780409842242035,-4.213126887350667
-3.944326538940105,-4.045800100645799,-3.9419878743733037,-3.877044825854781,-3.712152211354442,-3.4870622812848047
-3.2143874492742444,-3.3148639536858813,-3.2165990885155984,-3.138919494529514,-3.0412963543119,-2.8587724944312267
-2.637596052853451,-2.714261397390815,-2.6296347457263005,-2.556306235945025,-2.4888662303886733,-2.342062292375896
-2.217565307176789,-2.2783526685968587,-2.1969445393577423,-2.1503824279710653,-2.0822441343210616,-1.9549348334782266
-1.6193487305687992,-1.6557584723966159,-1.5893186846169143,-1.5525865843957956,-1.5070838634877353,-1.4157910771748405
-1.1301828778782488,-1.140186498385386,-1.0963951674103416,-1.0683098411441503,-1.034354216712065,-0.9726248727856102
