dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_15
-4.942435545246388,-4.7398249735367415,-4.785405618739401,-4.716795529857609,-4.615015987107927,-4.551614257823053,-4.463328691108462,-4.134286010852003
-5.045868681505629,-4.840518246451955,-4.871259636754798,-4.796151712378992,-4.697744027403366,-4.6292154577361835,-4.530880501577491,-4.17203681747073
-5.14042925495258,-4.934157448994791,-4.94628243374741,-4.867787976452309,-4.773790444822158,-4.699536263896476,-4.591212097428661,-4.203521369407002
-5.226628059594219,-5.0195267187915364,-5.009683801166318,-4.932601409067917,-4.842513955518723,-4.762210732152392,-4.644315914694005,-4.228739666660852
-5.305125741071407,-5.095597764046903,-5.062610404306453,-4.991101116386233,-4.903646787911811,-4.817201869750654,-4.690191953373562,-4.24769170923226
-5.376577186277859,-5.161904340846229,-5.107532643626912,-5.0433790161254315,-4.957165389762213,-4.864511899612023,-4.728840213467317,-4.260377497121232
-5.44143836769876,-5.218401233356099,-5.146906813697728,-5.089275714961917,-5.002990641634438,-4.904149832439902,-4.760260694975244,-4.2667970467618375
-5.499596578848298,-5.26508844157646,-5.182106234896731,-5.128237713885056,-5.040906047904077,-4.936129847604883,-4.784453397897375,-4.266995090937798
-5.549813388119941,-5.301965965507356,-5.212806268594392,-5.159451020847729,-5.070627135740904,-4.960466700952037,-4.8014183222336895,-4.2612031197735405
-5.590042242242248,-5.329033805148788,-5.237310633546588,-5.182080943002205,-5.091867025659872,-4.977175134660996,-4.811155467984197,-4.249822836958732
-5.618083582013998,-5.346291960500725,-5.253486181464741,-5.195295341038468,-5.104342495074638,-4.986267681656022,-4.813664838566888,-4.233284102323234
-5.632057568924744,-5.3537404315631765,-5.259522279689976,-5.198418929033835,-5.107845783935591,-4.987750087078746,-4.808981469528294,-4.212016759262832
-5.630977336920484,-5.351379218336155,-5.2545944885761235,-5.191170514717174,-5.1023115941824475,-4.981654081784444,-4.797296700457406,-4.186405934823654
-5.615052374221211,-5.339211764157944,-5.238714950272674,-5.173655686096572,-5.087898397625088,-4.968176205986885,-4.778949373942362,-4.156649998711117
-5.585377941208038,-5.317381968192768,-5.212417038819768,-5.146597522121369,-5.065090016134963,-4.947683375265808,-4.7543045602384835,-4.122825016995472
-5.543657358784919,-5.286350571839489,-5.176662003336895,-5.1112991589607475,-5.034551923945015,-4.920578649624781,-4.723727326183098,-4.085508270253934
-5.49166598963563,-5.246770352041676,-5.132491903754135,-5.069173274403415,-4.99695901110697,-4.887265089577438,-4.687547706485032,-4.046036665871106
-5.430821380202674,-5.199306291540694,-5.080948798846442,-5.021556202993811,-4.9529810818721725,-4.848114601256589,-4.645939431810627,-4.006028651536326
-5.362433904190767,-5.144619929739548,-5.022981592503169,-4.969323074813577,-4.903132147827643,-4.803333704962069,-4.598932959195094,-3.9671060491533923
-5.287565389629225,-5.083232350215337,-4.959098970614309,-4.912438937563763,-4.847603277153633,-4.752976082540459,-4.546945167886491,-3.9308427706960805
-5.206656769901878,-5.015347794310526,-4.889396044267795,-4.850241233827075,-4.786480627234358,-4.697610270947586,-4.4915443025244155,-3.898283357490968
-5.119855927953341,-4.941020934955281,-4.814566472257463,-4.7825670175242125,-4.720784772416545,-4.63895592484767,-4.435120291333755,-3.869712724057249
-5.028424535348199,-4.8612252999239445,-4.736901947707105,-4.710980401539667,-4.65295113186067,-4.579384843446696,-4.3801418012452356,-3.845155926928294
-4.935194866050563,-4.77866522664009,-4.659696955840673,-4.638534364484269,-4.585971497703799,-4.521303314894266,-4.329073269821606,-3.824800991829548
-4.843544339425711,-4.69692045197005,-4.586315797891718,-4.56870040372387,-4.522846281461682,-4.467100090427323,-4.283966484745554,-3.8090398102256247
-4.756855145338119,-4.619603896083129,-4.520108474816443,-4.504997564522824,-4.466499153084567,-4.418612921749759,-4.245721868308243,-3.7983236559961973
-4.678393751618813,-4.550286012016205,-4.463745629054518,-4.4503357391879605,-4.418909949741414,-4.376528442346967,-4.214418205348978,-3.7931039807844176
-4.610280676567709,-4.49160619216421,-4.418299868715724,-4.405974102740652,-4.380643663787486,-4.340882625297792,-4.190062000585317,-3.7938105539145655
-4.553065836085136,-4.444473019272897,-4.383841009809612,-4.372017881695979,-4.351705388954531,-4.311868386167283,-4.172679098740975,-3.8007068013043663
-4.506762933723058,-4.408919673132181,-4.360335541469403,-4.34844983830298,-4.332005175870655,-4.290243205366858,-4.162309825695622,-3.8138522831323285
-4.471574252672531,-4.384872574718008,-4.347489329600837,-4.335072814859564,-4.32128626183245,-4.2771830300186195,-4.158996060929491,-3.8332450847864235
-4.448059925993613,-4.371921663906813,-4.344686856321687,-4.331437524882205,-4.319204239791538,-4.273907656403498,-4.16277963778939,-3.858730088067284
-4.4369602531247265,-4.369335268296726,-4.351218026972498,-4.337004308538218,-4.325410973607996,-4.281598614798196,-4.173695931038026,-3.889751393679822
-4.4390222431722695,-4.3763230123092,-4.366372441543865,-4.351232579227156,-4.339561852788824,-4.3006762810683545,-4.191760975431907,-3.9254797901570444
-4.454752821391072,-4.392094523878763,-4.389473210893101,-4.373598988099548,-4.361398690565983,-4.330061999073746,-4.216976324571595,-3.965062601507424
-4.4834366340197676,-4.415933006450934,-4.420104069105025,-4.40376010625701,-4.390830113502995,-4.367847283343775,-4.2493371122314185,-4.007649244114941
-4.523030661421547,-4.447458144570765,-4.458170134052427,-4.441624633582603,-4.427852392508362,-4.41207896329137,-4.288778229192139,-4.052542160187434
-4.571139703580888,-4.486611235061588,-4.503671100385299,-4.487191350753261,-4.472448141708918,-4.461023312459671,-4.3351440210119625,-4.099444573028424
-4.625381270161808,-4.533392111518861,-4.556567022539014,-4.5403810964470726,-4.524479707588785,-4.5138469233959775,-4.388243103241987,-4.148320716818284
-4.683788464171767,-4.587746919661686,-4.616586300068479,-4.600851893665848,-4.583668850141902,-4.570813434582826,-4.447883529880858,-4.199048188496596
-4.745671645080432,-4.6494383492386815,-4.683208180822664,-4.668051152457463,-4.64969956771026,-4.6326172669368315,-4.513878221152911,-4.251360102574393
-4.811394933047246,-4.7180798190930515,-4.755854459540217,-4.7413999093806956,-4.7222558017045095,-4.70013664153708,-4.586100340276019,-4.304942603013038
-4.8815002036966755,-4.793265411661247,-4.833946920239615,-4.820319493549622,-4.8010388794084635,-4.774349916704248,-4.664513595690605,-4.359481545182447
-4.956566215960553,-4.8745893757842715,-4.9169472925039255,-4.904310102844944,-4.8858703957486345,-4.856020569536372,-4.749006469954404,-4.414675085747601
-5.037068041871141,-4.961699648179495,-5.004548960796715,-4.99313475082362,-4.976712211990677,-4.945481044822817,-4.838629046993737,-4.47033148313883
-5.1232623374990425,-5.054427621534746,-5.096681902986202,-5.086732527231334,-5.073284020505883,-5.041715489275226,-4.931409938695728,-4.526152664958701
-5.215039948630267,-5.1526414542456225,-5.192638088820221,-5.184398849091884,-5.1742344996405345,-5.142208030572883,-5.025083478995137,-4.580254772972722
-5.310486124450492,-5.254549956176456,-5.290006808294573,-5.284235538139751,-5.277281805411713,-5.243901262707874,-5.117383191619521,-4.628898895422265
-5.405604268765941,-5.355647387805286,-5.3852742137697085,-5.383767360193599,-5.379964214077072,-5.343622064872015,-5.206153556186268,-4.667872302691319
-5.4957916839896,-5.450253227077858,-5.4747413877166,-5.480116830151389,-5.478807618608136,-5.4384657697900085,-5.290078012496623,-4.6929618462916265
-5.575540097515399,-5.532660539053495,-5.5537157328111055,-5.568254756742969,-5.568655335510858,-5.526787015491073,-5.368388812480496,-4.700205190991232
-5.637522232590781,-5.597274893989161,-5.6168216071638115,-5.641489365660796,-5.644377551347048,-5.605597645803411,-5.437969152692615,-4.687280037174508
-5.674870754561795,-5.6401805470798685,-5.659870189351696,-5.693803845477553,-5.701184582096909,-5.666764942584485,-5.492909621101569,-4.6541602236846
-5.682670079385898,-5.660114882846989,-5.679135376110162,-5.719854865101869,-5.733100045265472,-5.7024148318203345,-5.526678007367894,-4.60239702135909
-5.65669866380342,-5.655812823361444,-5.66999866996778,-5.714826340882124,-5.734261834598817,-5.708484032172143,-5.532742048220382,-4.534269643480772
-5.59381129636048,-5.623947627686878,-5.628355467688784,-5.676135660435029,-5.701421402597701,-5.680509275854993,-5.505042140298352,-4.452198608371699
-5.493024298236438,-5.560187769521372,-5.5522379417787135,-5.6043162151163415,-5.634811975329853,-5.615338654582402,-5.4404605696397965,-4.359718811286227
-5.3562982401723165,-5.461027185661027,-5.444035838068502,-5.502641754804348,-5.537225893292498,-5.515951276542372,-5.342074046166809,-4.2616626851280435
-5.191130472281777,-5.3284005965773105,-5.310612682796204,-5.375893547769778,-5.4133240420960815,-5.38974033764705,-5.218524071452336,-4.162472757269692
-5.009285499225294,-5.171425317033001,-5.160687538520289,-5.2291724187977,-5.270802482534655,-5.245136469907639,-5.080315881756971,-4.0659074061879075
-4.8228991460683,-5.002791283040477,-5.0040015998508895,-5.07021139197833,-5.119448834830641,-5.092082911245589,-4.937978850774023,-3.976065156794235
-4.644094709107881,-4.836081616827158,-4.850690454208234,-4.9095432860594945,-4.967474415534126,-4.941871416712984,-4.801743796125689,-3.8967209596272427
-4.48371635115646,-4.6836640784986745,-4.707725175085702,-4.756678176169731,-4.821209041671288,-4.805066021042525,-4.678440530343408,-3.8302671771132752
-4.347521253048319,-4.552207080409326,-4.578283061938601,-4.619530852285777,-4.687608541181038,-4.687558027114219,-4.569956872615818,-3.7783913562465488
-4.236929805571981,-4.442331439172139,-4.4651632004030475,-4.505571551350988,-4.573251910732013,-4.590390509033857,-4.476641675410932,-3.742737669344123
-4.152790723996103,-4.353285210422714,-4.372815067131136,-4.4195910826685925,-4.48270427487017,-4.513844312384333,-4.400590122908551,-3.724468837248998
-4.096894021150774,-4.286297363008457,-4.306811098841606,-4.362797086393518,-4.419716383577775,-4.459947487803673,-4.3457453758118145,-3.723949499015248
-4.074989076193246,-4.246142027253981,-4.272541865149572,-4.33520555169135,-4.3886944932114575,-4.432671589458853,-4.316452833697941,-3.741184996680049
-4.09642991400897,-4.239349689773577,-4.275474022649263,-4.338067925196116,-4.394309795191335,-4.436465517012275,-4.317057912604091,-3.7760461066785744
-4.171156823151414,-4.272531722997428,-4.321855890782148,-4.376490191567186,-4.440184471690256,-4.475778426766015,-4.351581313532141,-3.828131489575205
-4.309259356363185,-4.3529084696865885,-4.4173964575056495,-4.458529323896376,-4.529239674578813,-4.554778657039714,-4.42227326833945,-3.896880611597682
-4.52405666785553,-4.489691102039304,-4.5661096590869885,-4.592575517998545,-4.664349661297149,-4.675887313497417,-4.5295220771856135,-3.981635884280539
-4.833105899976798,-4.692929456840032,-4.771519700563197,-4.786454345226463,-4.847645960916282,-4.839561126113279,-4.671915828248036,-4.078483132694541
-5.254658974752086,-4.972088880410607,-5.037035113100053,-5.044140541244861,-5.079854252593295,-5.043438199231862,-4.844120580575867,-4.1764760204904805
-5.797688478942189,-5.335907832064698,-5.364882906611199,-5.36323385947272,-5.357660072021061,-5.278435712849893,-5.037992694028476,-4.260701274801003
