dQ_dV_01,dQ_dV_03,dQ_dV_05,dQ_dV_07,dQ_dV_09,dQ_dV_11,dQ_dV_13,dQ_dV_17,dQ_dV_19,dQ_dV_21,dQ_dV_23
-0.766304795031192,-0.7513641803610994,-0.7454110699049921,-0.743112936357295,-0.7491246171894659,-0.7549463509469889,-0.7496288090921325,-0.7586162647859283,-0.793825715362459,-0.8159347058691708,-0.7763380191270131
-0.78428732083878,-0.7686545555520752,-0.7622957036811726,-0.7603388866206274,-0.766389958625723,-0.7724828106778887,-0.7679651949639833,-0.7777181101683255,-0.813908395930298,-0.83738651625589,-0.7961857516710553
-0.8020325048866539,-0.7857918892141469,-0.7792063888570624,-0.777624428664285,-0.7836610317700207,-0.7900602367915439,-0.7863232828936703,-0.7968765623929699,-0.8343499540481504,-0.8592521025791997,-0.8162103067074896
-0.8194926904823546,-0.8027601275875782,-0.7961431254325817,-0.7949557054645084,-0.8009378366223587,-0.807678629287875,-0.8047030728812161,-0.8160764664061504,-0.8551503897160615,-0.8815314648391053,-0.8364116842362763
-0.8366630857191695,-0.8195591456104127,-0.8131059134077417,-0.8123320380838437,-0.818220373182703,-0.8253379881669163,-0.8231045649266093,-0.8353174563033463,-0.8763097029340657,-0.9042246030355897,-0.8567898842574153
-0.8535436905970302,-0.8361889432826729,-0.830094752782577,-0.829753426522325,-0.8355086414510993,-0.8430383134287014,-0.8415277590298388,-0.8545995320845237,-0.897827893702106,-0.9273315171686306,-0.8773449067709579
-0.8701345051158684,-0.8526495206043365,-0.8471096435570759,-0.8472198707799294,-0.852802641427536,-0.8607796050732306,-0.8599726551909612,-0.8739226937496369,-0.9197049620201938,-0.9508522072382676,-0.8980767517768868
-0.8864355292757979,-0.8689408775754033,-0.8641505857311927,-0.86473137085668,-0.8701023731119677,-0.8785618631004809,-0.8784392534099085,-0.8932869412987431,-0.9419409078883859,-0.9747866732445005,-0.9189854192751512
-0.9024467630767845,-0.8850630141959074,-0.8812175793050073,-0.8822879267525651,-0.8874078365044284,-0.8963850875104641,-0.8969275536867145,-0.9126922747318191,-0.9645357313066256,-0.9991349151872897,-0.9400709092657622
-0.9181733103184797,-0.901021611704664,-0.8983106242785197,-0.899889538467619,-0.9047190316049295,-0.9142492783031912,-0.9154375560213681,-0.9321386940488652,-0.9874894322749357,-1.0238969253916366,-0.9613332217487653
-0.9337167058379805,-0.9168850100637088,-0.9154297206516616,-0.9175362060017846,-0.9220359584134484,-0.9321544354786057,-0.9339692604138692,-0.9516261992498927,-1.010802010793293,-1.0490625982229291,-0.9827723567241264
-0.9493486497786079,-0.9328113940358322,-0.9325748684244672,-0.9352279293550624,-0.9393586169299738,-0.9501005590367413,-0.9525226668642064,-0.9711547903349129,-1.0344718990277784,-1.0745817857852502,-1.0043897206440593
-0.9654222693734253,-0.9489922124616442,-0.9497460675969593,-0.952964708527486,-0.9566870071545623,-0.968087648977621,-0.9710977753724024,-0.990724467303926,-1.0584361106028837,-1.100368856312184,-1.0262238873169622
-0.9822932808768088,-0.9656193109432138,-0.9669433181690921,-0.9707465435190784,-0.9740211290871571,-0.9861157053011993,-0.9896945859384347,-1.010335230156909,-1.082494690037231,-1.1263326461434247,-1.0483869576678502
-1.0003122967434253,-0.982878853843863,-0.9841666201408885,-0.9885734343297485,-0.9913609827277811,-1.004185098546941,-1.0083130985623372,-1.0299870788938734,-1.1063654723653487,-1.1523819992936866,-1.0710306067227635
-1.0197334983905422,-1.0008943468037272,-1.0014159735123713,-1.0064453809595875,-1.0087065680764227,-1.0223480002695169,-1.026957509771387,-1.0496800135148194,-1.1297612015359164,-1.1784358577373155,-1.0943083173960815
-1.0406409019292824,-1.0196994506621082,-1.0186913783060276,-1.0243623834085724,-1.0260582015566455,-1.0408116579213924,-1.0456981966876016,-1.0694362970527778,-1.1523961893315346,-1.2044532057098936,-1.1183721661499364
-1.0630370963808446,-1.0392945621805554,-1.0360506487155592,-1.042324441676658,-1.043498770935446,-1.0598994146419387,-1.0647148258464085,-1.0893979052481089,-1.1740461660764028,-1.2304285113175526,-1.1433370620902963
-1.0869343006125065,-1.0597027631791207,-1.053835620793882,-1.0603436715421026,-1.0613850192274528,-1.0799470638352888,-1.0842355625327174,-1.1098309195820664,-1.1946238312005903,-1.2563617745603382,-1.1692443872065215
-1.1124359837902489,-1.0811319214581658,-1.072669655449306,-1.078633913550857,-1.0802925146774895,-1.1012900283660656,-1.1044897654348007,-1.1310280782625342,-1.2141480553061115,-1.2822529954382276,-1.1960959493868986
-1.1397560928382973,-1.1040207489210048,-1.0932314307349429,-1.097748955008433,-1.1008240504332207,-1.1242119300837659,-1.1257025967136316,-1.1532821201575643,-1.2329122910255592,-1.3081021739511982,-1.2238917486314052
-1.1691401015927796,-1.1288773581058422,-1.1161996246814625,-1.1183970496743996,-1.1235821032187914,-1.1488413149399777,-1.1480330379354542,-1.176863521102166,-1.2515995354839562,-1.3339093100992843,-1.2526317849400244
-1.2008335644749424,-1.156210122243067,-1.1421951011483316,-1.1412905799920623,-1.1490865784148128,-1.175190633199395,-1.1715307812531477,-1.2019230442240654,-1.271038630354508,-1.3596748251380575,-1.2823160583127846
-1.2350698170386751,-1.1865043327430387,-1.1715547021357795,-1.1671298126264333,-1.177583526154399,-1.2032598848620863,-1.196197020070099,-1.2284873469100717,-1.2920602466232367,-1.3854820841668243,-1.3129445687496686
-1.2719909445391864,-1.2200604950357614,-1.2043337447886189,-1.1964132894749469,-1.2091001713403444,-1.2330553834592024,-1.2220325781512202,-1.2565564298203185,-1.3154710935883374,-1.4116778688152636,-1.344517713649981
-1.3116285544734867,-1.2569482704483221,-1.2405322291068843,-1.229299605675351,-1.2436364635386212,-1.2646250679416882,-1.2490996558407574,-1.2861302929548173,-1.3418083896032384,-1.4388138386734228,-1.3770723242540326
-1.353970515848846,-1.2971674171493988,-1.2800510338672098,-1.2657928899114155,-1.2811041744296747,-1.2980644595776085,-1.2776218906595433,-1.3172089363135684,-1.3711981422039003,-1.467465637349551,-1.4107455629387289
-1.3986458113356663,-1.3405045281621484,-1.3222499193589896,-1.3058330050179052,-1.3210576661275355,-1.33348136233667,-1.3079333594382432,-1.3497923598965598,-1.4035022344715686,-1.4982084871962797,-1.445745536735666
-1.4445492347994788,-1.3859927040471918,-1.3659234947292478,-1.3488531213531703,-1.3627307649877254,-1.370983592461744,-1.3403776939549514,-1.3838805637038492,-1.4384571871115213,-1.531534666722513,-1.4822870026362636
-1.4901675416588207,-1.4320390497050655,-1.409743209996907,-1.3936388802460102,-1.4053060437221234,-1.4106726526645619,-1.3752977022228041,-1.4194735477353904,-1.4757726001997016,-1.5676730379068546,-1.5205843202326434
-1.5339670435163386,-1.4769657649089938,-1.4523805099313107,-1.4387739834745277,-1.4479661254765803,-1.4525928065465339,-1.4129748156757274,-1.456571311991138,-1.5151580726646217,-1.606647584767518,-1.5608154152759086
-1.5744262635525617,-1.519095551955752,-1.4926059605250317,-1.4828411669842922,-1.4899818123427282,-1.4964453806513123,-1.4534260007327136,-1.4951738564711718,-1.556344869759903,-1.6484583073044747,-1.6030578823806139
-1.610444710293507,-1.5569676471893446,-1.529803397670571,-1.524483303886143,-1.5310063820742585,-1.5413980051874208,-1.4959730302401795,-1.5352811811754692,-1.5991825366456172,-1.693105203153914,-1.6473183715065887
-1.642246216980732,-1.5902221350327979,-1.564373147564629,-1.5629170888231558,-1.5711286969944243,-1.5863686766173033,-1.5393057171389957,-1.5768932861039617,-1.64364415154501,-1.7405850264878724,-1.6935968826537933
-1.6712569425507469,-1.6200903674863527,-1.5973420143003636,-1.5984709671927249,-1.6105990422056151,-1.630267442513889,-1.5819731788880178,-1.620010171256729,-1.689729713310618,-1.7908816263268648,-1.74189323060877
-1.6991918625216387,-1.6485755297133666,-1.6298610094857735,-1.632217895092663,-1.6496878881701607,-1.672021189666066,-1.6225245159977022,-1.6646318366337938,-1.7374392219424806,-1.8439673944151764,-1.7921987204344079
-1.7277679942461874,-1.6777461890183647,-1.663081215975046,-1.6653774920523121,-1.6886657042900426,-1.7111678364232261,-1.659633952139484,-1.7107582822350764,-1.7867729251265645,-1.8998129292719852,-1.8444848193273173
-1.758640175483504,-1.7096672831119806,-1.6980815652097137,-1.6991695967192302,-1.7278306659316516,-1.7488116945063212,-1.6932300291018807,-1.7583895080605998,-1.8378479760462714,-1.9583888317803315,-1.898710637044377
-1.7928871955385035,-1.746056394088305,-1.735505104279764,-1.7347776366065546,-1.7678527962235082,-1.7871407184017245,-1.725246997387569,-1.8075255141103865,-1.8912006715922873,-2.019668946287402,-1.9548344392587185
-1.8309801801212302,-1.7876658321242758,-1.775761326896827,-1.7733277533271918,-1.8099393565751374,-1.8284543043340706,-1.7585354975959946,-1.8581663003844142,-1.9477181811544029,-2.0836400222918545,-2.0128146768569084
-1.8734100428016518,-1.8345609793610607,-1.8195981121910223,-1.8160318561418536,-1.855492184702655,-1.8750482801056025,-1.795986046665496,-1.910393676296974,-2.008336060725753,-2.15030026656857,-2.072618310449178
-1.9207834100848573,-1.8867418357986254,-1.8679776780298651,-1.8642129228487763,-1.9059146278847834,-1.928792648162505,-1.840448226211197,-1.9650208337503388,-2.073989618613422,-2.2196496791175493,-2.134232138511965
-1.9737092004934087,-1.9442084014369132,-1.9218683751605339,-1.9191983544293068,-1.9625922236877502,-1.9902540559298019,-1.8937539391858993,-2.023820247510571,-2.1454972576271194,-2.2916882599387978,-2.1976553169614816
-2.0328638632224854,-2.006980371885141,-1.9822408650883974,-1.9822398549625746,-2.0265605575051384,-2.0590033638066303,-1.955742385137478,-2.0888760081630835,-2.2232582368692877,-2.3664160090323265,-2.2628878457977404
-2.099032149200377,-2.075408827263141,-2.0498925130206205,-2.053978560347616,-2.098328342584807,-2.1344967432538056,-2.0251880147491876,-2.162274112322592,-2.3073209426307244,-2.4438329263981133,-2.3299297250207074
-2.1729586603353144,-2.1504054698168944,-2.125258587239364,-2.1342336448303056,-2.1782080529265615,-2.2162092632939334,-2.100816489905276,-2.2459347992931615,-2.3975959442737693,-2.523939012036175,-2.3987809546303933
-2.255304786437637,-2.233137880289166,-2.208581734054735,-2.2225325499799284,-2.266502928569673,-2.3041547897697003,-2.1814149918773866,-2.3404930282140186,-2.4935628163651926,-2.6067342659465456,-2.4694415346268217
-2.3467296253002248,-2.32478058469452,-2.300098467673274,-2.318398075064465,-2.3630422292565867,-2.399447950608226,-2.266878223493973,-2.4449910834807382,-2.59427803549375,-2.6922161271760445,-2.5419114650099517
-2.447810656586887,-2.42648841343829,-2.4000275367331145,-2.4213979983327136,-2.4664363414284027,-2.5038155688122172,-2.3590216512359974,-2.5579781682621556,-2.6987165450530997,-2.7802834715155313,-2.616190745779807
-2.558830434575293,-2.539084812415206,-2.5084912207806043,-2.5313037303889363,-2.574470659190365,-2.618732909708689,-2.460562265171706,-2.6776082463248314,-2.8058532887493923,-2.8706164804384917,-2.6922769524164667
-2.679816809929696,-2.6628326053937714,-2.625511231129747,-2.648079844319443,-2.6858511444899595,-2.7444400652501093,-2.573780845443321,-2.8013873015167463,-2.9147526406139264,-2.9627646436144577,-2.7701409744309444
-2.810376240837536,-2.7975368872723156,-2.750939929220328,-2.771612684239608,-2.8036726172946205,-2.8796192001110685,-2.6989747716357213,-2.9270044804881143,-3.0248404586055417,-3.056269450923583,-2.8497154690841913
-2.9491577490122154,-2.941736169956357,-2.8840278622047437,-2.9014297947936485,-2.9329345561782594,-3.021669680706009,-2.833910063692065,-3.052768204644434,-3.135435599212315,-3.150674953199206,-2.9309189550906014
-3.0941847917891665,-3.092565854435941,-3.0234840436738297,-3.037137368607307,-3.0735155734916306,-3.166611728148263,-2.974747173799204,-3.1771683607986465,-3.2452935133799095,-3.245623764530649,-3.0136697834191977
-3.243432540802576,-3.2468376806541075,-3.1679302827788947,-3.178910710179929,-3.222491928806062,-3.309957950645526,-3.1170340848066136,-3.2991652843327364,-3.35345350098537,-3.340977193324648,-3.0978887295590085
-3.394882859694451,-3.4016380096341496,-3.315988466144785,-3.326231048230807,-3.377004464977034,-3.448889901638609,-3.256776663496578,-3.4189507603878386,-3.460397986299205,-3.4367272397918445,-3.183523254968077
-3.5468750583812043,-3.554671635105018,-3.466425098295656,-3.477371345104541,-3.530520800899376,-3.582741142107279,-3.392261207039735,-3.53765360656347,-3.5676509240163625,-3.5328739039322845,-3.2705590533545266
-3.698263187697825,-3.705151306750918,-3.6183983964267386,-3.6304229224554834,-3.675860929882873,-3.7117867262250916,-3.5242198780620866,-3.656560769556933,-3.6761529137547773,-3.629356318380485,-3.35899595697307
-3.8478085301219385,-3.8539216939724277,-3.771060962712483,-3.7830436131682466,-3.8125146557070764,-3.837247615799339,-3.6540427365577273,-3.776957595876229,-3.785795459185988,-3.7255728687003287,-3.44883396582373
-3.9941472313850515,-4.002049178267197,-3.9232810393932196,-3.932112733077378,-3.9443754862417846,-3.9611389124686984,-3.783136588193406,-3.899388185085218,-3.8955975475488063,-3.8202146365883496,-3.5400434599449118
-4.136633821196097,-4.147164590454304,-4.073895296041167,-4.075191655795328,-4.0752324042484585,-4.085535737143676,-3.9129021826766515,-4.021573974494726,-4.003168663976851,-3.911743914160178,-3.632365859243692
-4.27502314159093,-4.2824564729410275,-4.2215532688939845,-4.211274762886933,-4.206560344779615,-4.212294722155548,-4.044651350123711,-4.139075937530924,-4.105565570553978,-3.99862162811275,-3.725261020227328
-4.407462706949452,-4.408548000672317,-4.362082876390161,-4.341261214603162,-4.336297425394845,-4.3395103971476825,-4.179491099950434,-4.24846859113099,-4.2015546207117325,-4.079369572508478,-3.8181063186412536
-4.5309099576213265,-4.538696458004558,-4.487819848250427,-4.468283163704621,-4.460919739929023,-4.458179496916602,-4.314227948944171,-4.348324587482074,-4.291814310347377,-4.153050288480443,-3.910275062510334
-4.649113389926135,-4.672800371274571,-4.601369393187628,-4.594784248968143,-4.575416683686962,-4.562850849414423,-4.436005636192959,-4.441452375342909,-4.377791704288689,-4.219433621029054,-4.0007839372815575
-4.77490388330474,-4.790596334032074,-4.720145151976266,-4.7209196815724965,-4.676802914052218,-4.6614411700797636,-4.546899601381063,-4.535583592000887,-4.463620028616788,-4.278518204735633,-4.087792332349489
-4.910155402305066,-4.918898744060676,-4.842566364157278,-4.845281416886417,-4.792729355463786,-4.763664373996812,-4.670093889647416,-4.631773414834175,-4.5549134050096205,-4.330304039600184,-4.168961690807072
-5.039351847414026,-5.055586299021565,-4.952813005344462,-4.958036664116088,-4.9037626881893175,-4.859272204780512,-4.792691586166183,-4.718453571520894,-4.631671922295647,-4.374791125622721,-4.241972242455825
-5.151542523241995,-5.151564860209221,-5.0574067306179185,-5.051461202890812,-4.9869599881634095,-4.934084126332931,-4.893910672710769,-4.791926615136049,-4.680611239702859,-4.411979462803226,-4.304802421133161
-5.259179489529795,-5.231116857547011,-5.164516038117018,-5.137383182050406,-5.071639729346464,-5.0107286182059285,-4.990185031727396,-4.860486656273809,-4.723063977663026,-4.441869051141691,-4.356384755912626
-5.343427401978238,-5.316670349650695,-5.250674578304314,-5.208380979980752,-5.155612075418396,-5.0906653677576,-5.083571207347899,-4.918978431284564,-4.763510995955477,-4.4644598906381425,-4.397036444837449
-5.4023089021929485,-5.3739187373583555,-5.308983954667758,-5.268273706794674,-5.199492773451499,-5.132039811669853,-5.150140000657001,-4.958476307791324,-4.7868072714957925,-4.479751981292566,-4.4278669002418845
-5.458862399943303,-5.417956694576822,-5.371303767137846,-5.331416437834986,-5.2275654452561024,-5.169826140417206,-5.201709443024987,-4.99410083612454,-4.8044530441340845,-4.487746553143308,-4.45004922851341
-5.522973457678684,-5.48750017011455,-5.447305499460043,-5.404636472584525,-5.288743327561894,-5.222835428340836,-5.259072526568254,-5.036659942919153,-4.828955379583175,-4.488561889505871,-4.464462399724141
-5.578053225658533,-5.539233723094203,-5.485072192162398,-5.444596334318328,-5.324256230726099,-5.26025372488076,-5.306703895314672,-5.066094570408615,-4.8438160477884935,-4.48264116908602,-4.47141792172668
-5.625064526263646,-5.56542951562069,-5.511139151257061,-5.474423642010607,-5.344368495542188,-5.2749835903629965,-5.337815523809991,-5.0728409363971085,-4.841783881609013,-4.470658587302995,-4.4710125384898625
-5.653299098644112,-5.595276988907574,-5.554779002930458,-5.499011839993079,-5.365614380817528,-5.294520397929427,-5.360835588781891,-5.074466232259124,-4.8292052713543,-4.453310284138075,-4.463599543295129
-5.6699562921342705,-5.615810484909878,-5.558692944103996,-5.496478823051354,-5.375547976629861,-5.292591965282798,-5.364585385277025,-5.07451446431681,-4.8128197476425445,-4.431291169534205,-4.449743427758904
-5.6787669178567395,-5.605039454068259,-5.542140857319396,-5.491486274523948,-5.3606553897239975,-5.274185236945135,-5.35892589452787,-5.061322785919476,-4.793260763286531,-4.405179100157165,-4.430033886355523
-5.678453687970085,-5.585039885491927,-5.54138871743229,-5.483447813696769,-5.351697667958883,-5.258914165265464,-5.347195751254777,-5.038907826554453,-4.765522246958289,-4.375227037282491,-4.405060223082171
-5.670647894546773,-5.571457548738437,-5.533863229607596,-5.461260235263262,-5.3265490999416105,-5.2263118435211995,-5.31879419099073,-5.014906038440717,-4.729406993103538,-4.341467428791441,-4.375328093033869
-5.653734712912678,-5.5381345229221095,-5.484232435224794,-5.423834022769632,-5.2733951187085495,-5.184043685137767,-5.281226357427284,-4.982519687741802,-4.688702994565836,-4.304232011444106,-4.341073897403482
-5.620591854842235,-5.480389573399037,-5.445299925242887,-5.378263115219113,-5.234179766176249,-5.133380063148633,-5.2408913870549325,-4.935132341858611,-4.645104622539185,-4.264518079792868,-4.302327895611637
-5.566290168500553,-5.418094768941069,-5.394773770434261,-5.3134441649967865,-5.175487315884686,-5.068806689063002,-5.183005076432659,-4.87331624702357,-4.598492478233055,-4.223697127608841,-4.259603417349678
-5.497321803499194,-5.341509474192703,-5.322652150583526,-5.24512915663247,-5.095024843291134,-4.993489965539976,-5.11356538214095,-4.807133783577877,-4.549030835758822,-4.183160020211181,-4.214840754943231
-5.41855460784496,-5.261953209447592,-5.24975636534333,-5.169152463380221,-5.029094143027459,-4.930667578523497,-5.049020876955296,-4.748085019837044,-4.497723413661323,-4.144287119599829,-4.1710029657106755
-5.3484138315014835,-5.180354405929762,-5.166141368839999,-5.094683209803856,-4.97814995306166,-4.864316745469949,-4.975889182157108,-4.689228761703987,-4.446079302199593,-4.108137554333865,-4.131137960889089
-5.255795888336047,-5.082104394106893,-5.073676669803445,-5.014845749245945,-4.8943299640182945,-4.791643432074437,-4.898352027655096,-4.6244765277434166,-4.395691831355793,-4.075104895180079,-4.097487059032068
